0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
-0.707;-0.8980147939977389;0.44417772896884755;-0.3908700782243364;-0.40263106076274835;0.646706361235821;-0.37266545953664953;0.03653016440255992;0.6418899100124882;0.6644108781831259;-0.4303717185724917;-0.7060876315919324;-0.4399246721584249;0.3842894532465907;-0.5584306207655046;0.33994997608335553;0.9240706296160186;-0.1126897236714231;-0.23378770305508084;-0.620102983358724;0.23836206242548472;0.7269;-0.6442077512480321;-0.5561778768784728;-0.7495225875096638;0.909394109132072;0.36595897467296956;0.8142066266976202;-0.7049350965754988;-0.7487699022371685
-0.9155090848765557;0.827863639088101;-0.8350905804142812;0.0827899216339158;-0.09278385387845825;-0.12232484944592391;0.3745669803939877;0.3667842511865612;0.6832516996215336;-0.3514509439908511;-0.8811988524634291;-0.19870396256719572;0.023336153610123873;0.6592456309121003;0.7759226766944167;0.3645795367179883;-0.640354876984387;-0.4007473630185566;-0.9128430005630336;0.37469304063173225;0.6114529999383378;-0.2352631231508032;0.6910711853131969;0.8086178757566348;0.5128792552631984;0.3868394228694655;0.3199258715755794;0.02280864199842055;-0.4967515908371717;0.7541838447022384
0.31189091512344436;0.8989129225015651;-0.2282513861911079;-0.8275080514437352;-0.2852974824769672;0.00453993167168291;-0.3304548120386042;-0.6199680364394863;0.5454890714521924;-0.20000610291530832;0.557138122153804;0.06800012301075203;0.5248683749653076;0.21981551622756523;-0.7890134475301336;-0.36686090450987324;-0.2888511354110514;-0.5972836620477755;0.6242711441178053;-0.5526705881351647;-0.2976798789908033;-0.5131771346457543;0.4317267766912411;-0.4412209330239625;-0.09764977683089578;0.6558224109123058;0.6268780184947589;0.9375607440731307;0.4485680439280864;0.058410908847406615
-0.0853;0.5624719711260703;0.6277247139702901;0.6775201646329633;0.866535003338349;0.3988864765732051;-0.6916906201676112;0.3884015015146245;0.11853060454322668;-0.6257106586394129;-0.7465627633850723;-0.622474349447127;0.0051369867429170695;0.39943659557009636;-0.23185538423502902;-0.9493861043092785;-0.7942093611882557;-0.9415238177152064;-0.952976781853153;0.301858305235762;-0.11889728161596329;0.8828276919396967;-0.07681072647347345;0.13890896190186688;-0.4999864887451943;-0.08062651311717688;-0.5828877066397219;-0.6891457401706559;-0.6792976087748581;-0.33199782096930375
-0.42940908487655566;0.13013862676419322;0.982517878629633;-0.2920793084241407;-0.3002279353697946;0.36615010158738437;-0.14143484529502878;-1.0475680080856808;-0.5478916448103672;-0.12083119476545198;-0.29651007710386573;0.35564120130426047;0.21216908551761957;1.0046647289174222;-0.48346774707411894;-0.3524179615380563;0.4612947024489055;0.31332106007092647;-0.48033500937829926;-0.2340823211818034;-0.2898537895885108;0.22030977344244213;-0.29226603070717644;0.19530200216878227;-0.15132977597939418;0.29368154064705815;0.1431506671096347;0.09237960988787651;-0.7599758830336892;1.0442735195920956
-0.1701;-0.15415691975427054;0.48631875952290854;-0.17598986075393294;-0.7809034563349726;0.9183946177340904;-0.17345535668449238;0.2931199938279267;-0.0796459797545639;-0.8103782192649407;-0.3880041429213739;-0.698414299563699;0.40016723735740134;-0.47058123701174703;0.9727925987621194;0.38606761194028427;-0.7152816210638299;-0.7502622576618556;-0.7799011837223921;0.9279867337176912;0.1703658377181396;0.5598327713920273;-0.27921731954854373;0.7398562041849263;-0.026804220605735722;0.5369781994794683;0.06751256960251471;-0.6604923999521063;-0.08377569504704772;0.19556347479030017
-0.8254090848765557;0.1758348316476467;-0.8824036206507618;-0.448158695319624;0.7522332376022632;0.11212321172472693;-0.2990894571991002;-0.15758382222510864;-0.7140075175896139;-0.8883165227937612;-0.764590251719139;-0.3202549162397139;-0.3671644888165903;-0.15963617215406184;0.2872137341482457;0.035842049764335034;-0.0182751471292533;-0.22370688343216777;-0.6217262905435054;-0.7298711955464504;-0.12645856761888893;0.6696279448065763;1.006059146777779;-0.5514609176453;0.926731679389637;-0.43492890661628336;-0.2280885090361443;-0.9454625928484773;0.08128995765589699;0.9791241686853162
-0.6938;0.6199255316323141;0.044773741316186;0.7413517507249678;0.10990359885208367;-0.6995055070719941;0.059406187466234404;-0.6438865278527114;-0.4662817985065031;0.47483968761956424;-0.7006263718774154;-0.8817250251677055;-0.34344268593375654;-0.33266477740975753;0.5420056824275655;-0.9240557259676194;0.6390835438973649;-0.4106941854774981;0.19988019498252302;0.863390018501576;-0.9384951672128303;-0.9790168051773739;-0.005584489071736676;0.20554894343176897;0.47882330156730857;-0.3896227627786119;0.7779490524015519;0.6107432319933083;0.8593938009793446;-0.737646537703322
0.8586;0.7961928206998734;0.2164626294447455;-0.10640877847371707;-0.6452775748031364;0.3276136023282981;-0.32752790074528565;-0.2436610373030472;0.8167190768339565;-0.46654391189055944;-0.0852271664468941;0.02231024114279627;-0.21335068788082195;-0.7602273975097134;0.8300811858549881;0.6421096850065046;-0.7623754458509776;-0.6473253969729691;-0.12847081739779073;0.48920058815589135;0.7469078532607498;-0.6332993466759809;-0.35437386791281195;-0.5692158719347981;-0.44314466577447903;-0.7960125896045183;-0.7896758827677148;0.3656306722516705;0.4163;-0.7422648194610043
0.4546;0.17287264631981103;-0.30354403241167227;-0.8159555525082093;-0.9043775748031364;-0.8744890409056258;0.43047209925471436;0.6334763296725029;-0.5235809231660435;-0.8970165510604181;-0.8730015481956412;0.7172581550229158;-0.9789461809809217;0.8740510464557404;-0.4913811017792265;-0.34886664679605134;-0.5977903221451627;-0.3127496893885774;0.2993268344516258;-0.6667994118441082;0.9083667270349276;-0.6262039702482669;0.11252455444564746;0.5492841280652019;0.11236063069612856;-0.9139424103469825;-0.6808130885998719;-0.6849693277483293;0.3893;-0.17262877451317243
-0.0221;-0.8470303348453421;-0.196502821430827;0.3709601497643409;0.3910196684261978;0.8999285378387886;0.9759763604365747;-0.8783089438797707;0.9177623840108877;-0.9225043292905302;0.5912927181649926;-0.09315915839019709;0.6443165774040512;0.6813015386960025;0.018272620491476606;0.48858594021827717;0.8162822172761284;0.33893352275670496;-0.19043790900167754;0.3183325154570137;-0.07743574086000142;0.621296029751733;0.12669991508767128;0.8991223718528452;0.7085163742906154;0.3838049460545667;-1.0043228802211297;0.6506348842537243;0.1588;0.6493360449478318
0.1448;0.7224696651546579;-0.7789028214308269;0.11307767180054917;0.9118196684261979;0.7859275017455216;-0.0015236395634251859;0.3094930178761209;0.7343609457315474;0.16825607548717186;-0.5322205203928656;0.7701214838649315;-0.6438923710743613;-0.516697632272291;-0.703955779694656;0.7150706485599144;-0.5049029064296868;-0.1824662830565659;0.27328217382230424;0.9675055826727648;-0.8639236853313699;-0.1182039702482668;0.45920001605370525;0.7061223244461613;-0.32177178014859364;-0.5982950539454335;-0.023901950528753373;-0.004865115746275825;-0.85;-0.08679791806979935
0.1889;0.28427982561993753;-0.23718378299928272;-0.04897463372013762;-0.7304165038153199;0.005173454509321802;0.7173113788409167;0.633007644538636;0.11589281011908506;0.9724087278764215;0.3118274489579124;0.9227859637859178;-0.4586923710743614;0.31821795087582244;0.02525066109441215;-0.21300310078549226;0.590807476960263;0.25753736605927385;-0.7810302094856495;0.1503296972567722;0.6769447110188519;-0.2654046235722861;0.35134890576247424;0.45772342305252234;0.9300876600858115;-0.6486801754403493;-0.8278262172004379;0.3647671745449414;0.2572;-0.5503727591339874
-0.289;-0.9169210423731048;-0.6923457523667799;0.18482536627986235;-0.6815165038153198;0.4304373883720842;-0.2696886211590831;0.28335871202732343;0.08048264066209901;0.7100092165802347;-0.7727715348105479;0.8443831415154268;0.48130814840665076;-0.4314229233362318;0.8065437104610278;-0.9161152864691119;-0.6807496851610252;0.018929009022791807;0.48723258984753853;0.5923296972567725;0.1946210271824045;0.548195376427714;0.9726228056497868;0.2613291470537;0.5132876600858114;0.5116273844098309;0.1597375828000008;0.37916446504516416;-0.0916;-0.5139409583394394
-0.8834;0.9921789576268952;-0.4207870109236868;-0.5639045636062578;0.7499350752978102;0.809770333172046;-0.24966498159565795;0.7758756989172028;0.19559907415383074;-0.657122372356646;0.17460872840549974;-0.700641364207731;0.11140682791894597;-0.7866083069682995;-0.8178998131721987;-0.743166889676986;-0.8337130341663763;-0.8351728468314549;0.36829638853095903;-0.43327030274322786;-0.4183221241734288;0.950195376427714;-0.5553531259322754;0.41849584654955224;-0.4219;-0.18196091542902498;0.6638742029938848;0.6981503683180401;0.8548;0.1546066604949676
0.9206;-0.6655210423731047;-0.3001870109236868;-0.7043045636062579;0.7363350752978103;-0.9153296668279539;-0.37246498159565794;0.9999756989172027;-0.07140092584616928;0.5089776276433541;0.16120872840549974;0.39195863579226864;0.18020682791894593;0.11779169303170045;-0.3560998131721988;0.698733110323014;-0.7787130341663764;-0.5295728468314549;0.11389638853095894;0.2884296972567721;-0.32322212417342877;-0.569804623572286;-0.8107531259322753;0.19459584654955198;-0.5809;-0.32566091542902487;-0.8231257970061152;-0.33424963168195987;-0.9466;0.6225066604949677
-0.4057;-0.5579731567423786;0.18591903843154428;-0.916205626992286;-0.8903748416649739;0.1819409374882322;0.6329489294426903;0.6445253827543839;-0.245;-0.3645;0.7514;-0.2027426918339515;0.5177;0.7964271469593047;-0.08437859964849188;0.849924361803347;-0.2182920877990935;-0.5828598324575641;0.6681898192059865;0.9342253536112829;-0.5377142018921379;0.8569;-0.4411521175186049;-0.7429343989336982;0.5691;0.25471382347730875;-0.37291774321924415;-0.6354304214983133;0.9926;0.879540857723034
-0.5464;-0.39507315674237814;-0.8436809615684557;0.3509943730077143;-0.7159748416649739;0.6710409374882322;0.7965489294426903;0.9541253827543839;0.2891;0.0677;0.2321;0.3077573081660484;-0.9952;0.8767271469593048;-0.6405785996484918;-0.15877563819665308;0.8932079122009067;0.271040167542436;-0.5444101807940134;-0.8552746463887171;-0.08171420189213786;-0.2091;0.28434788248139514;-0.6334343989336981;0.5279;-0.38538617652269125;0.05248225678075573;-0.6394304214983133;-0.1367;0.21704085772303403
-0.5113;0.43630413398318946;-0.129;0.456991994910543;-0.034228294494643444;-0.5897;0.612;-0.8506;0.3807;-0.0983;0.5099843549080277;-0.054892057315443624;0.24419511377461517;0.2037256336701145;-0.6564443718026525;0.12469936666043306;-0.7856828041380819;-0.3517330624900756;-0.6403756258505486;0.4594009347337458;-0.3361;-0.7893;0.4424170961650147;0.8471911859502111;-0.0298;-0.2938;0.7192;0.0185;-0.5056;0.9058504433009642
-0.3457;-0.5146060264820902;0.04;0.27299199491054293;-0.8413282944946435;0.5087;-0.2835;0.0773;0.904658770109899;0.8801;-0.7835636144427502;-0.5934787777409175;-0.20450488622538482;0.30742563367011455;-0.5200324553301597;-0.14530063333956697;-0.26057046450845434;-0.22283306249007562;-0.2330756258505485;0.17870093473374582;-0.3258886399001464;0.6849006533240191;0.39981709616501465;-0.4332777112758486;0.38057494554568144;0.9138;0.3444993150511199;0.5221184618814924;0.5743;0.4296504433009643
-0.6565;0.24586793038863913;-0.4578;-0.826;0.8120842122476807;0.216808316224623;0.2647;-0.8506949122281267;-0.7421412298901009;-0.2120971198675512;0.224852030649222;0.26024585638104053;0.5369;0.8497007244801306;-0.23740178432594805;0.4472;-0.655987660370372;-0.4338269815256001;0.7704003680420128;-0.1913;0.23931645502259932;-0.056499346675980736;-0.0588;0.96113110277394;0.0709749455456814;0.3832;-0.6378104413392232;0.2455129822667336;-0.3239;0.8419020935256695
0.5946;-0.01974117050436235;-0.6741;0.061887523505821995;0.38088421224768054;0.9327701873129418;0.5687013669611408;-0.5734949122281267;-0.10754122989010084;-0.6012180420927857;0.9112281382161518;-0.6480082227986127;0.7562;0.8717993475539173;0.5442118672793231;-0.2277;0.16811233962962782;0.29489063535272464;-0.0907996319579871;-0.08019922179909174;-0.035849855691271894;0.6935006533240191;0.3023028343029519;-0.9364097358435708;-0.1982250544543187;0.30101736283882896;0.20448955866077695;0.37921595603859926;-0.4829;0.31155038232436405
-0.4095;-0.9692192613582811;0.1404;-0.515012476494178;0.465;-0.8766381289116812;-0.8998986330388592;-0.0074;0.8576587701098991;0.018779077774765063;0.36372813821615196;0.5971592003948729;0.8662;-0.20830137692621317;0.8802255680777639;-0.6482;0.07791233962962775;0.9060176168783248;-0.3923;0.7901007782009083;0.8582450493859826;0.9588006533240191;0.1828028343029519;0.7914902641564293;-0.5900250544543183;0.7370173628388289;0.9042993150511198;0.7592214356533582;-0.0492;-0.6625517112013056
-0.9434;-0.6186192613582812;-0.7323;0.0002875235058219995;-0.9835;0.8490618710883188;0.8446013669611407;0.6332;0.4578587701098991;-0.09822092222523493;-0.8327718617838483;0.027459200394873096;0.1585;-0.3132013769262131;-0.2598744319222358;0.957;-0.542187660370372;0.5202176168783248;0.478;0.7895007782009082;-0.3845549506140175;-0.038599346675980736;0.6493028343029517;-0.0580097358435707;0.01727494554568138;-0.0626826371611709;0.8225993150511198;0.38882143565335814;0.7905;0.2968482887986946
0.1884;-0.2426;-0.4518;-0.8433;0.8696;-0.4451;0.3595;0.6918;-0.7054;0.6602;0.6036;-0.4761;0.7178;0.6541;0.1026;-0.6694;-0.6339;-0.108;-0.1546;0.4894;-0.4767;0.8404;0.3972;0.5366;-0.8993;-0.1598;0.1948;0.5779;0.3693;0.0401
0.3662;0.8647;0.1515;0.6092;-0.2248;-0.2006;-0.9102;0.8577;0.2838;-0.8714;-0.0988;0.9828;0.0164;0.9418;-0.886;-0.436;0.8987;-0.7971;0.7243;-0.7441;-0.3214;0.7823;0.4593;-0.4058;-0.0033;-0.6566;-0.5399;0.0309;-0.7241;-0.7835
0.0715;0.0544;0.7912;-0.5388;-0.9816;-0.8993;-0.405;0.2824;0.5892;0.6749;0.5806;-0.5183;0.8086;0.2023;0.1802;0.2887;-0.9107;-0.6068;-0.9679;-0.4312;-0.9617;-0.0484;-0.5506;0.1348;0.7685;0.055;0.673;-0.0702;0.9513;0.2919
-0.509;0.0157;-0.2663;-0.5266;-0.8164;-0.3923;0.1314;-0.7328;-0.8053;-0.8693;0.8904;0.2616;0.0528;0.8102;-0.0057;-0.9112;0.564;0.9896;-0.6003;-0.2634;-0.7718;0.0049;0.9395;0.8093;-0.9127;-0.8566;-0.4232;-0.7085;0.3513;0.0312
0.4393;0.7814;-0.8266;0.2431;0.0837;0.1327;-0.7369;0.0307;-0.813;-0.9931;0.1894;0.3904;-0.6384;-0.1592;0.8926;-0.0531;-0.6166;-0.4399;-0.8356;-0.7712;0.5005;0.3229;0.4501;0.4643;0.9259;0.0674;-0.3219;-0.6079;-0.7233;-0.7461
0.0836;-0.3122;-0.769;-0.8081;-0.6695;0.6746;0.9275;-0.2279;-0.0725;0.5215;-0.9117;0.5853;-0.3987;-0.321;0.3927;-0.2027;0.1657;0.4883;-0.4496;-0.3538;-0.8419;-0.6622;0.1157;0.735;0.5717;0.2757;0.9578;0.3864;0.1082;0.7128
0.1028;0.3915;-0.4206;-0.0031;0.7964;-0.8102;-0.1824;-0.3705;0.3708;-0.1908;-0.5908;0.8204;0.6031;0.2053;-0.4347;-0.454;-0.8312;-0.788;-0.8245;-0.5331;-0.2209;0.7667;-0.4555;-0.923;0.2119;0.1831;-0.4575;-0.3878;0.6421;-0.5445
